年度,地區別,果品類別,種植株數,收穫株數,種植面積_公頃,收穫面積_公頃,每株平均產量_公斤,每公頃平均產量_公斤,產量_公噸
2015,台南市,晚崙西亞橙,0,0,0,0,0,0,0
2015,高雄市,晚崙西亞橙,0,0,0,0,0,0,0
2015,宜蘭縣,晚崙西亞橙,0,0,0,0,0,0,0
2015,新竹縣,晚崙西亞橙,0,0,0,0,0,0,0
2015,苗栗縣,晚崙西亞橙,0,0,0,0,0,0,0
2015,彰化縣,晚崙西亞橙,0,0,0,0,0,0,0
2015,南投縣,晚崙西亞橙,0,0,0,0,0,0,0
2015,雲林縣,晚崙西亞橙,0,0,0,0,0,0,0
2015,嘉義縣,晚崙西亞橙,0,0,0,0,0,0,0
2015,屏東縣,晚崙西亞橙,0,0,0,0,0,0,0
2015,台東縣,晚崙西亞橙,30163,30163,71.18,71.18,32.09,13599.27,967.996
2015,花蓮縣,晚崙西亞橙,7108,7108,16.99,16.99,26.92,11262.39,191.348
2015,澎湖縣,晚崙西亞橙,0,0,0,0,0,0,0
2015,基隆市,晚崙西亞橙,0,0,0,0,0,0,0
2015,新竹市,晚崙西亞橙,0,0,0,0,0,0,0
2015,嘉義市,晚崙西亞橙,0,0,0,0,0,0,0
2015,金門縣,晚崙西亞橙,0,0,0,0,0,0,0
2015,連江縣,晚崙西亞橙,0,0,0,0,0,0,0
2015,新北市,檸檬,73,65,0.12,0.1,18.05,11730,1.173
2015,台北市,檸檬,160,160,0.8,0.8,17,3400,2.72
2015,桃園市,檸檬,1355,875,2.3,1.35,11.62,7533.33,10.17
2015,台中市,檸檬,16601,16389,38.83,38.3,26.83,11479.45,439.663
2015,台南市,檸檬,20175,19400,39.47,37.95,24.47,12507.59,474.663
2015,高雄市,檸檬,137654,134218,258.95,251.73,26.94,14364.91,3616.078
2015,宜蘭縣,檸檬,2590,2147,5.03,4.28,21.69,10882.94,46.579
2015,新竹縣,檸檬,892,892,1.84,1.84,26.09,12646.74,23.27
2015,苗栗縣,檸檬,580,580,1.85,1.85,17.22,5398.92,9.988
2015,彰化縣,檸檬,38729,38554,73.16,72.81,22.27,11794.29,858.742
2015,南投縣,檸檬,63667,61611,145.03,140.13,35.58,15645.51,2192.405
2015,雲林縣,檸檬,16537,15949,32.91,31.79,31.3,15702.86,499.194
2015,嘉義縣,檸檬,36252,29415,74.09,60.57,25.16,12219.91,740.16
2015,屏東縣,檸檬,932599,858263,1875.16,1725.73,33.81,16814.3,29016.944
2015,台東縣,檸檬,29149,26009,60.01,53.75,21.83,10564.63,567.849
2015,花蓮縣,檸檬,13307,10542,30.39,24.28,16.33,7088.14,172.1
2015,澎湖縣,檸檬,0,0,0,0,0,0,0
2015,基隆市,檸檬,0,0,0,0,0,0,0
2015,新竹市,檸檬,0,0,0,0,0,0,0
2015,嘉義市,檸檬,1315,1315,4.4,4.4,25.21,7532.95,33.145
2015,金門縣,檸檬,0,0,0,0,0,0,0
2015,連江縣,檸檬,0,0,0,0,0,0,0
2015,新北市,葡萄柚,3328,3328,7.21,7.21,21.6,9970.87,71.89
2015,台北市,葡萄柚,395,395,1.6,1.6,19.94,4921.88,7.875
2015,桃園市,葡萄柚,0,0,0,0,0,0,0
2015,台中市,葡萄柚,1321,1321,2.49,2.49,21.64,11478.71,28.582
2015,台南市,葡萄柚,12755,12755,25.7,25.7,30.73,15249.73,391.918
2015,高雄市,葡萄柚,1319,1319,3.19,3.19,24.95,10317.55,32.913
2015,宜蘭縣,葡萄柚,1109,1053,2.65,2.52,31.04,12968.25,32.68
2015,新竹縣,葡萄柚,2556,2556,7.94,7.94,41.4,13327.83,105.823
2015,苗栗縣,葡萄柚,594,594,2.11,2.11,43.4,12218.01,25.78
2015,彰化縣,葡萄柚,2698,2698,5.56,5.56,24.98,12123.38,67.406
2015,南投縣,葡萄柚,2682,2682,6.2,6.2,30.32,13116.77,81.324
2015,雲林縣,葡萄柚,36023,35880,91.68,91.4,56.98,22367.08,2044.351
2015,嘉義縣,葡萄柚,109179,109179,268.98,268.98,37.09,15053.66,4049.134
2015,屏東縣,葡萄柚,7992,7992,19.98,19.98,26.47,10589.99,211.588
2015,台東縣,葡萄柚,6759,6759,18.18,18.18,30.9,11489.11,208.872
2015,花蓮縣,葡萄柚,27560,27560,67.22,67.22,26.54,10882.12,731.496
2015,澎湖縣,葡萄柚,0,0,0,0,0,0,0
2015,基隆市,葡萄柚,0,0,0,0,0,0,0
2015,新竹市,葡萄柚,1055,1055,2.5,2.5,35,14770,36.925
2015,嘉義市,葡萄柚,14032,14032,25.7,25.7,30,16379.77,420.96
2015,金門縣,葡萄柚,0,0,0,0,0,0,0
2015,連江縣,葡萄柚,0,0,0,0,0,0,0
2015,新北市,其他雜柑類,937,930,2.91,2.9,17.2,5515.86,15.996
2015,台北市,其他雜柑類,522,522,1.65,1.65,26.55,8400,13.86
2015,桃園市,其他雜柑類,2448,2358,6.34,6.04,24.02,9377.15,56.638
2015,台中市,其他雜柑類,172074,168819,427.94,419.67,40.38,16244.18,6817.194
2015,台南市,其他雜柑類,22337,21939,44.46,43.3,20.7,10488.71,454.161
2015,高雄市,其他雜柑類,12256,12256,23.5,23.5,22.3,11629.15,273.285
2015,宜蘭縣,其他雜柑類,163689,161112,345.65,340.45,23.04,10905.47,3712.766
2015,新竹縣,其他雜柑類,302778,302778,692.09,692.09,38.61,16892.32,11691.004
2015,苗栗縣,其他雜柑類,141083,141017,336.11,335.91,43.75,18365.58,6169.183
2015,彰化縣,其他雜柑類,46605,46305,88.98,88.38,22.53,11805.68,1043.386
2015,南投縣,其他雜柑類,69008,63614,158.12,146.14,28.24,12290.96,1796.201
2015,雲林縣,其他雜柑類,183879,176666,445.66,431.78,46.49,19022.8,8213.666
2015,嘉義縣,其他雜柑類,120124,119874,267.54,266.94,27.07,12157.39,3245.294
2015,屏東縣,其他雜柑類,104168,102279,172.66,169.32,26.34,15911.39,2694.117
2015,台東縣,其他雜柑類,48201,45765,122.89,116.88,27.22,10656.2,1245.497
2015,花蓮縣,其他雜柑類,49948,49052,150.18,147.06,22.72,7577.89,1114.405
2015,澎湖縣,其他雜柑類,0,0,0,0,0,0,0
2015,基隆市,其他雜柑類,19,19,0.08,0.08,14.79,3512.5,0.281
2015,新竹市,其他雜柑類,735,735,1.6,1.6,27.3,12540.63,20.065
2015,嘉義市,其他雜柑類,0,0,0,0,0,0,0
2015,金門縣,其他雜柑類,0,0,0,0,0,0,0
2015,連江縣,其他雜柑類,0,0,0,0,0,0,0
2015,新北市,龍眼,72,24,0.27,0.08,36.25,10875,0.87
2015,台北市,龍眼,681,681,2.65,2.65,23.67,6081.51,16.116
2015,桃園市,龍眼,250,250,0.3,0.3,24,20000,6
2015,台中市,龍眼,554881,552381,2204.18,2194.18,31.77,7999.19,17551.666
2015,台南市,龍眼,1184078,1184078,3884.46,3884.46,26.45,8062.92,31320.081
2015,高雄市,龍眼,294053,294053,1852.98,1852.98,48.16,7642.26,14160.95
2015,宜蘭縣,龍眼,2854,2764,10.44,10.14,29.49,8038.26,81.508
2015,新竹縣,龍眼,2975,2975,10.49,10.49,32.86,9317.92,97.745
2015,苗栗縣,龍眼,19194,19188,67.89,67.87,24.89,7035.46,477.497
2015,彰化縣,龍眼,220524,220524,776.28,776.28,22.92,6511.25,5054.556
2015,南投縣,龍眼,375968,375968,1357.21,1357.21,25.76,7134.97,9683.65
2015,雲林縣,龍眼,3570,3570,13.25,13.25,44.02,11861.66,157.167
2015,嘉義縣,龍眼,143471,143471,1035.09,1035.09,40.21,5573.57,5769.142
2015,屏東縣,龍眼,3922,3729,21.14,20.19,38.19,7053.54,142.411
2015,台東縣,龍眼,6363,6333,19.94,19.84,28.43,9076.36,180.075
2015,花蓮縣,龍眼,2427,2427,8.88,8.88,17.73,4844.93,43.023
2015,澎湖縣,龍眼,0,0,0,0,0,0,0
2015,基隆市,龍眼,0,0,0,0,0,0,0
2015,新竹市,龍眼,686,686,2.31,2.31,24.7,7335.06,16.944
2015,嘉義市,龍眼,13817,13817,47.81,47.81,31.06,8977.14,429.197
2015,金門縣,龍眼,0,0,0,0,0,0,0
2015,連江縣,龍眼,0,0,0,0,0,0,0
2015,新北市,芒果,381,220,0.97,0.52,15.41,6519.23,3.39
2015,台北市,芒果,0,0,0,0,0,0,0
2015,桃園市,芒果,0,0,0,0,0,0,0
2015,台中市,芒果,35579,35375,101.18,100.67,27.1,9524.47,958.828
2015,台南市,芒果,3358471,3351062,7059,7043.05,23.54,11200.83,78887.984
2015,高雄市,芒果,609760,608722,1891.06,1888.08,29.53,9519.35,17973.285
2015,宜蘭縣,芒果,1492,1421,4.39,4.13,31.27,10757.63,44.429
2015,新竹縣,芒果,275,275,0.89,0.89,25.76,7960.67,7.085
2015,苗栗縣,芒果,3519,3519,9.31,9.31,27.66,10454.89,97.335
2015,彰化縣,芒果,55902,55483,138.09,137.1,24.23,9807.66,1344.63
2015,南投縣,芒果,31573,31389,80.29,79.89,30.74,12077.51,964.872
2015,雲林縣,芒果,42736,40788,102.35,98.33,23.54,9763.41,960.036
2015,嘉義縣,芒果,126403,125195,300.31,296.97,29.41,12398.28,3681.918
2015,屏東縣,芒果,2014883,1940269,5486.03,5297.92,30.27,11087.23,58739.246
2015,台東縣,芒果,81992,76961,207.62,194.49,26.64,10540.76,2050.073
2015,花蓮縣,芒果,26093,12508,61.28,31.16,18.73,7516.5,234.214
2015,澎湖縣,芒果,0,0,0,0,0,0,0
2015,基隆市,芒果,30,30,0.1,0.1,12,3600,0.36
2015,新竹市,芒果,136,136,0.3,0.3,27,12240,3.672
2015,嘉義市,芒果,9570,9570,22.2,22.2,32.25,13904.19,308.673
2015,金門縣,芒果,0,0,0,0,0,0,0
2015,連江縣,芒果,0,0,0,0,0,0,0
2015,新北市,檳榔,1411065,1388341,866.76,852.55,1.48,2413.93,2057.998
2015,台北市,檳榔,20459,20459,15.96,15.96,1.34,1714.54,27.364
2015,桃園市,檳榔,39896,39696,31.21,31.01,1.38,1767.88,54.822
2015,台中市,檳榔,1719260,1714710,1257.4,1253.9,2.14,2926.14,3669.083
2015,台南市,檳榔,798055,798055,514.43,514.43,1.77,2752.58,1416.009
2015,高雄市,檳榔,921872,921206,573.37,573,1.78,2869.44,1644.19
2015,宜蘭縣,檳榔,267293,265118,174.96,173.51,1.06,1614.24,280.087
2015,新竹縣,檳榔,301234,301234,205.55,205.55,2.41,3526.73,724.919
2015,苗栗縣,檳榔,529845,529845,356.51,356.51,1.79,2660.96,948.66
2015,彰化縣,檳榔,122370,122220,79.07,78.97,1.91,2953.51,233.239
2015,南投縣,檳榔,19221572,19221572,13636.31,13636.31,1.63,2302.65,31399.677
2015,雲林縣,檳榔,965378,965378,798.12,798.12,2.03,2452.58,1957.457
2015,嘉義縣,檳榔,11184831,11184831,7601.89,7601.89,1.95,2869.42,21813.052
2015,屏東縣,檳榔,21310208,20407556,12609.63,12071.23,1.7,2869.34,34636.455
2015,台東縣,檳榔,2232348,2182896,1481.2,1440,1.65,2506,3608.641
2015,花蓮縣,檳榔,5418651,5410671,3578.61,3571.96,1.59,2403.69,8585.887
2015,澎湖縣,檳榔,0,0,0,0,0,0,0
2015,基隆市,檳榔,3597,3597,2.45,2.45,2,2936.33,7.194
2015,新竹市,檳榔,230,230,0.15,0.15,2,3066.67,0.46
2015,嘉義市,檳榔,58277,58277,48.89,48.89,2,2384,116.554
2015,金門縣,檳榔,0,0,0,0,0,0,0
2015,連江縣,檳榔,0,0,0,0,0,0,0
2015,新北市,番石榴,40261,39159,58.16,56.35,15.23,10586.02,596.522
2015,台北市,番石榴,2954,2954,3.45,3.45,15,12840.87,44.301
2015,桃園市,番石榴,12725,10577,20.75,17.27,13.27,8129.65,140.399
2015,台中市,番石榴,70553,70513,100,99.95,24.83,17519.96,1751.12
2015,台南市,番石榴,1105712,1100672,1383.32,1377.02,26.92,21515,29626.583
2015,高雄市,番石榴,2056820,2050867,2668.5,2660.2,26.05,20086.96,53435.324
2015,宜蘭縣,番石榴,126230,124834,221.22,218.53,23.26,13289.89,2904.24
2015,新竹縣,番石榴,8391,8216,13.2,12.7,26.06,16856.69,214.08
2015,苗栗縣,番石榴,26598,26598,42.51,42.51,26.82,16779.06,713.278
2015,彰化縣,番石榴,1041452,1024822,1227.16,1206.21,31.4,26679.63,32181.233
2015,南投縣,番石榴,110478,108116,159.43,156.15,35.14,24330.99,3799.284
2015,雲林縣,番石榴,155525,153861,297.35,295.04,38.72,20191.26,5957.23
2015,嘉義縣,番石榴,198791,196944,281.74,279.11,28.11,19833.62,5535.761
2015,屏東縣,番石榴,287690,278880,515.68,499.82,39.79,22199.85,11095.929
2015,台東縣,番石榴,51906,49171,82.22,78.24,27.67,17388.05,1360.441
2015,花蓮縣,番石榴,48473,47465,73.37,71.69,21.86,14469.94,1037.35
2015,澎湖縣,番石榴,4206,4206,6.9,6.9,8.09,4930.29,34.019
2015,基隆市,番石榴,56,56,0.09,0.09,14.5,9022.22,0.812
2015,新竹市,番石榴,1146,1146,1.64,1.64,31.76,22191.46,36.394
2015,嘉義市,番石榴,7121,7121,8.6,8.6,31.21,25841.86,222.24
2015,金門縣,番石榴,0,0,0,0,0,0,0
2015,連江縣,番石榴,0,0,0,0,0,0,0
2015,新北市,李,3224,3224,6.78,6.78,11.83,5626.4,38.147
2015,台北市,李,0,0,0,0,0,0,0
2015,桃園市,李,1140,1140,8.4,8.4,21.18,2875,24.15
2015,台中市,李,117381,116857,293.47,292.16,22.82,9129.38,2667.24
2015,台南市,李,405,405,0.9,0.9,18,8100,7.29
2015,高雄市,李,64256,64256,166.61,166.61,20.28,7821.6,1303.157
2015,宜蘭縣,李,25234,24918,46.23,45.44,40.22,22057.83,1002.308
2015,新竹縣,李,9579,9579,25.33,25.33,27.59,10431.98,264.242
2015,苗栗縣,李,156807,156807,429,429,23.73,8672.64,3720.561
2015,彰化縣,李,120,80,0.3,0.2,25,10000,2
2015,南投縣,李,98546,98546,239.08,239.08,21.68,8937.44,2136.763
2015,雲林縣,李,100,100,0.5,0.5,20,4000,2
2015,嘉義縣,李,5632,5632,16.7,16.7,18.99,6405.39,106.97
2015,屏東縣,李,2219,2219,6.33,6.33,19.77,6929.54,43.864
2015,台東縣,李,104773,104773,247.85,247.85,19.41,8204.54,2033.494
2015,花蓮縣,李,34489,33709,87.41,85.41,19.3,7615.47,650.437
2015,澎湖縣,李,0,0,0,0,0,0,0
2015,基隆市,李,0,0,0,0,0,0,0
2015,新竹市,李,0,0,0,0,0,0,0
2015,嘉義市,李,0,0,0,0,0,0,0
2015,金門縣,李,0,0,0,0,0,0,0
2015,連江縣,李,0,0,0,0,0,0,0
2015,新北市,桃,5680,3969,9.39,7.01,14.88,8422.82,59.044
2015,台北市,桃,100,100,0.5,0.5,30,6000,3
2015,桃園市,桃,69320,68045,277.1,272,39.84,9966.07,2710.77
2015,台中市,桃,493734,489358,1291.35,1280.41,35.54,13582.16,17390.735
2015,台南市,桃,514,514,1.21,1.21,21.61,9181.82,11.11
2015,高雄市,桃,26029,26029,86.2,86.2,28.3,8544.61,736.545
2015,臺灣省,桃,208476,206521,611.79,606.46,29.61,10083.38,6115.164
2015,宜蘭縣,桃,19336,18413,50.15,47.62,29.12,11257.85,536.099
2015,新竹縣,桃,62551,62551,208.21,208.21,34.32,10310.58,2146.765
2015,苗栗縣,桃,30939,30939,85.6,85.6,27.7,10011.88,857.017
2015,彰化縣,桃,4629,4229,11.77,10.77,19.08,7492.39,80.693
2015,南投縣,桃,45037,45037,135.02,135.02,29.33,9784.05,1321.042
2015,雲林縣,桃,1312,1312,3.92,3.92,25.53,8545.66,33.499
2015,嘉義縣,桃,12104,12104,27.18,27.18,27.1,12068.91,328.033
2015,屏東縣,桃,2219,2219,6.36,6.36,19.78,6901.73,43.895
2015,台東縣,桃,18093,18093,50.11,50.11,28.54,10303.69,516.318
2015,花蓮縣,桃,12248,11616,33.45,31.65,21.66,7951.06,251.651
2015,澎湖縣,桃,0,0,0,0,0,0,0
2015,基隆市,桃,5,5,0.01,0.01,13,6500,0.065
2015,新竹市,桃,3,3,0.01,0.01,29,8700,0.087
2015,嘉義市,桃,0,0,0,0,0,0,0
2015,金門縣,桃,0,0,0,0,0,0,0
2015,連江縣,桃,0,0,0,0,0,0,0
2015,新北市,柿,13208,9108,30.34,22.36,14.11,5748.61,128.539
2015,台北市,柿,1457,1457,10.21,10.21,28.51,4069.05,41.545
2015,桃園市,柿,25095,25095,83.65,83.65,35,10500,878.325
2015,台中市,柿,1061504,988879,3473.95,3232.04,43.83,13410.71,43343.962
2015,台南市,柿,972,972,2.84,2.84,20.61,7054.23,20.034
2015,高雄市,柿,8423,8423,28.15,28.15,18.79,5622.95,158.286
2015,宜蘭縣,柿,9285,9273,27.82,27.78,25.19,8408.78,233.596
2015,新竹縣,柿,94978,94978,305.03,305.03,31.26,9733.27,2968.938
2015,苗栗縣,柿,153278,153278,494.09,494.09,32.15,9972.41,4927.268
2015,彰化縣,柿,738,738,2.03,2.03,20.09,7304.43,14.828
2015,南投縣,柿,73986,73954,221.33,221.23,29.88,9987.18,2209.463
2015,雲林縣,柿,4351,4351,13.69,13.69,37.95,12061.72,165.125
2015,嘉義縣,柿,97467,97467,580.07,580.07,46.49,7811.84,4531.416
2015,屏東縣,柿,317,317,1.01,1.01,24.77,7774.26,7.852
2015,台東縣,柿,38930,38930,133.18,133.18,24.15,7058.59,940.063
2015,花蓮縣,柿,15160,14800,52.05,50.85,24.28,7067.96,359.406
2015,澎湖縣,柿,0,0,0,0,0,0,0
2015,基隆市,柿,0,0,0,0,0,0,0
2015,新竹市,柿,0,0,0,0,0,0,0
2015,嘉義市,柿,0,0,0,0,0,0,0
2015,金門縣,柿,0,0,0,0,0,0,0
2015,連江縣,柿,0,0,0,0,0,0,0
2015,新北市,木瓜,5584,5534,3.72,3.67,13.08,19724.52,72.389
2015,台北市,木瓜,1579,1579,5.29,5.29,16.58,4949.91,26.185
2015,桃園市,木瓜,1914,1908,2.22,2.21,21.47,18538.46,40.97
2015,台中市,木瓜,14301,14301,8.54,8.54,23.3,39013.35,333.174
2015,台南市,木瓜,1318299,1275207,759.04,732.82,26.64,46349.93,33966.159
2015,高雄市,木瓜,488233,463039,273.12,259.74,26.52,47276.38,12279.568
2015,宜蘭縣,木瓜,10180,10132,7.28,7.25,14.25,19912.14,144.363
2015,新竹縣,木瓜,8535,8535,6.17,6.17,23.59,32626.26,201.304
2015,苗栗縣,木瓜,23491,22969,15.52,15.23,17.9,27000.26,411.214
2015,彰化縣,木瓜,70156,69796,41.59,41.39,18.76,31637.21,1309.464
2015,南投縣,木瓜,444422,440531,244.7,242.5,31.92,57985.68,14061.528
2015,雲林縣,木瓜,358751,353959,208.98,206.25,27.41,47039.02,9701.797
2015,嘉義縣,木瓜,443362,429701,249.09,241.47,29.34,52202.36,12605.305
2015,屏東縣,木瓜,1194399,1056458,734.83,649.73,26.24,42668.68,27723.12
2015,台東縣,木瓜,42369,41206,29.4,28.75,21.7,31105.39,894.28
2015,花蓮縣,木瓜,74480,72270,41.23,39.93,13.63,24665.34,984.887
2015,澎湖縣,木瓜,2203,1566,3.04,2.25,8.12,5649.78,12.712
2015,基隆市,木瓜,0,0,0,0,0,0,0
2015,新竹市,木瓜,53,53,0.03,0.03,28,49466.67,1.484
2015,嘉義市,木瓜,11700,11700,6.5,6.5,29.51,53113.85,345.24
2015,金門縣,木瓜,0,0,0,0,0,0,0
2015,連江縣,木瓜,0,0,0,0,0,0,0
2015,新北市,蓮霧,853,450,3.21,1.54,23.48,6862.34,10.568
2015,台北市,蓮霧,86,86,0.85,0.85,20.99,2123.53,1.805
2015,桃園市,蓮霧,160,160,0.52,0.52,32.5,10000,5.2
2015,台中市,蓮霧,2778,2653,11.08,10.58,46.49,11657.47,123.336
2015,台南市,蓮霧,7366,7366,29.21,29.21,39.78,10030.5,292.991
2015,高雄市,蓮霧,108653,108565,435.47,435.12,56.72,14151.61,6157.649
2015,宜蘭縣,蓮霧,47009,37890,174.09,137.7,50.85,13991.41,1926.617
2015,新竹縣,蓮霧,442,442,1.77,1.77,31.56,7880.79,13.949
2015,苗栗縣,蓮霧,423,423,1.71,1.71,25.51,6311.11,10.792
2015,彰化縣,蓮霧,2406,2406,8.54,8.54,21.19,5971.19,50.994
2015,南投縣,蓮霧,20715,20715,84.07,84.07,38.15,9401.03,790.345
2015,雲林縣,蓮霧,7731,7585,26.4,25.99,29.24,8532.82,221.768
2015,嘉義縣,蓮霧,52581,52419,208.87,208.22,50.23,12646.07,2633.165
2015,屏東縣,蓮霧,770762,763755,2824.46,2799.18,69.88,19066.93,53371.758
2015,台東縣,蓮霧,1125,1125,4.91,4.91,38.95,8924.64,43.82
2015,花蓮縣,蓮霧,7923,6073,32.18,24.78,18.2,4461.1,110.546
2015,澎湖縣,蓮霧,0,0,0,0,0,0,0
2015,基隆市,蓮霧,211,211,0.44,0.44,13,6234.09,2.743
2015,新竹市,蓮霧,0,0,0,0,0,0,0
2015,嘉義市,蓮霧,228,228,0.95,0.95,29.47,7073.68,6.72
2015,金門縣,蓮霧,0,0,0,0,0,0,0
2015,連江縣,蓮霧,0,0,0,0,0,0,0
2015,新北市,葡萄,53,53,0.07,0.07,25.47,19285.71,1.35
2015,台北市,葡萄,0,0,0,0,0,0,0
2015,桃園市,葡萄,1020,720,0.75,0.6,26.67,32000,19.2
2015,台中市,葡萄,669029,655737,554.46,543.3,28.79,34748.95,18879.103
2015,台南市,葡萄,4629,4629,3.31,3.31,22.05,30834.74,102.063
2015,高雄市,葡萄,7924,7924,6.68,6.68,26.58,31535.48,210.657
2015,宜蘭縣,葡萄,937,937,0.99,0.99,17.36,16431.31,16.267
2015,新竹縣,葡萄,431,431,0.77,0.77,28.53,15967.53,12.295
2015,苗栗縣,葡萄,574591,574591,482.02,482.02,28.04,33429.45,16113.664
2015,彰化縣,葡萄,2293052,2293052,1416.63,1416.63,15.59,25233.4,35746.392
2015,南投縣,葡萄,502748,502748,467.7,467.7,27.57,29633.53,13859.6
2015,雲林縣,葡萄,3665,3665,8.31,8.31,21.32,9400.96,78.122
2015,嘉義縣,葡萄,3060,3060,5.46,5.46,30.57,17133.52,93.549
2015,屏東縣,葡萄,385,385,1.1,1.1,64.27,22495.45,24.745
2015,台東縣,葡萄,10860,10860,6.59,6.59,23.7,39060.09,257.406
2015,花蓮縣,葡萄,590,590,0.8,0.8,34.58,25500,20.4
2015,澎湖縣,葡萄,0,0,0,0,0,0,0
2015,基隆市,葡萄,0,0,0,0,0,0,0
2015,新竹市,葡萄,0,0,0,0,0,0,0
2015,嘉義市,葡萄,0,0,0,0,0,0,0
2015,金門縣,葡萄,0,0,0,0,0,0,0
2015,連江縣,葡萄,0,0,0,0,0,0,0
2015,新北市,枇杷,7,0,0.02,0,0,0,0
2015,台北市,枇杷,0,0,0,0,0,0,0
2015,桃園市,枇杷,3162,3162,5.27,5.27,15,9000,47.43
2015,台中市,枇杷,379090,363840,795.01,763.24,14.24,6785.91,5179.279
2015,台南市,枇杷,58,58,0.12,0.12,12,5800,0.696
2015,高雄市,枇杷,39,39,0.11,0.11,21.18,7509.09,0.826
2015,宜蘭縣,枇杷,1619,1619,4.02,4.02,18.26,7355.47,29.569
2015,新竹縣,枇杷,238,238,0.53,0.53,13.24,5943.4,3.15
2015,苗栗縣,枇杷,11666,11666,27.37,27.37,16.89,7200.91,197.089
2015,彰化縣,枇杷,143,143,0.31,0.31,20.63,9516.13,2.95
2015,南投縣,枇杷,45146,45146,133.78,133.78,15.39,5193.19,694.745
2015,雲林縣,枇杷,254,254,0.55,0.55,17.28,7981.82,4.39
2015,嘉義縣,枇杷,300,300,0.6,0.6,15.2,7600,4.56
2015,屏東縣,枇杷,0,0,0,0,0,0,0
2015,台東縣,枇杷,56883,55731,153.09,149.89,11.56,4299.55,644.46
2015,花蓮縣,枇杷,2299,2164,5.36,5.06,17.81,7615.22,38.533
2015,澎湖縣,枇杷,0,0,0,0,0,0,0
2015,基隆市,枇杷,5,5,0.01,0.01,9,4500,0.045
2015,新竹市,枇杷,0,0,0,0,0,0,0
2015,嘉義市,枇杷,0,0,0,0,0,0,0
2015,金門縣,枇杷,0,0,0,0,0,0,0
2015,連江縣,枇杷,0,0,0,0,0,0,0
2015,新北市,梅,207,207,0.46,0.46,10.29,4630.43,2.13
2015,台北市,梅,200,200,1,1,30,6000,6
2015,桃園市,梅,1500,1500,2.5,2.5,25,15000,37.5
2015,台中市,梅,33594,33072,111.98,110.24,23.42,7026.98,774.654
2015,台南市,梅,100067,100067,331.78,331.78,22.65,6830.85,2266.339
2015,高雄市,梅,365837,365837,1354.06,1354.06,20.87,5638.03,7634.227
2015,宜蘭縣,梅,187,187,0.45,0.45,20,8311.11,3.74
2015,新竹縣,梅,438,438,1.75,1.75,20,5005.71,8.76
2015,苗栗縣,梅,9308,9308,28.08,28.08,21.55,7143.66,200.594
2015,彰化縣,梅,0,0,0,0,0,0,0
2015,南投縣,梅,417915,417915,1379.31,1379.31,34.53,10463.38,14432.247
2015,雲林縣,梅,9880,9880,38,38,30,7800,296.4
2015,嘉義縣,梅,20798,20798,56.56,56.56,18.64,6854.1,387.668
2015,屏東縣,梅,600,600,1.5,1.5,15,6000,9
2015,台東縣,梅,206205,202985,780.44,760.44,28.2,7527.87,5724.49
2015,花蓮縣,梅,41723,41248,164.94,163.04,16.72,4229.59,689.592
2015,澎湖縣,梅,0,0,0,0,0,0,0
2015,基隆市,梅,0,0,0,0,0,0,0
2015,新竹市,梅,0,0,0,0,0,0,0
2015,嘉義市,梅,0,0,0,0,0,0,0
2015,金門縣,梅,0,0,0,0,0,0,0
2015,連江縣,梅,0,0,0,0,0,0,0
2015,新北市,荔枝,0,0,0,0,0,0,0
2015,台北市,荔枝,0,0,0,0,0,0,0
2015,桃園市,荔枝,0,0,0,0,0,0,0
2015,台中市,荔枝,516844,508644,1910,1879,33,8930,16783
2015,台南市,荔枝,285235,285235,947,947,30,8992,8519
2015,高雄市,荔枝,969904,969274,3425,3423,29,8143,27871
2015,宜蘭縣,荔枝,427,412,1.57,1.52,18.62,5047.37,7.672
2015,新竹縣,荔枝,8550,8550,28.64,28.64,29.89,8922.14,255.53
2015,苗栗縣,荔枝,9087,9087,34.36,34.36,27.29,7217,247.976
2015,彰化縣,荔枝,296144,295899,954.38,953.68,19.55,6066.1,5785.12
2015,南投縣,荔枝,400137,400137,1407.84,1407.84,35.62,10124.62,14253.846
2015,雲林縣,荔枝,18455,18424,67.93,67.83,38.36,10419.37,706.746
2015,嘉義縣,荔枝,175055,175021,717.66,717.54,40.87,9969.55,7153.55
2015,屏東縣,荔枝,164836,163678,641.22,636.76,27.05,6951.91,4426.696
2015,台東縣,荔枝,40365,40365,123.56,123.56,27.87,9103.13,1124.783
2015,花蓮縣,荔枝,237,237,0.86,0.86,20.08,5532.56,4.758
2015,澎湖縣,荔枝,0,0,0,0,0,0,0
2015,基隆市,荔枝,0,0,0,0,0,0,0
2015,新竹市,荔枝,17690,17690,62.1,62.1,8.41,2394.36,148.69
2015,嘉義市,荔枝,7573,7573,27.34,27.34,29.98,8302.93,227.002
2015,金門縣,荔枝,0,0,0,0,0,0,0
2015,連江縣,荔枝,0,0,0,0,0,0,0
2015,新北市,橄欖,0,0,0,0,0,0,0
2015,台北市,橄欖,0,0,0,0,0,0,0
2015,桃園市,橄欖,640,640,2,2,10,3200,6.4
2015,台中市,橄欖,5258,5258,16.86,16.86,23.29,7261.86,122.435
2015,台南市,橄欖,8824,8824,25.21,25.21,22.74,7960.61,200.687
2015,高雄市,橄欖,2663,2663,8.13,8.13,31.43,10296.06,83.707
2015,宜蘭縣,橄欖,0,0,0,0,0,0,0
